dice_coef,loss
0.4858461618423462,0.21225714683532715
0.5761540532112122,0.10506375133991241
0.5909460783004761,0.07489652931690216
0.5995782613754272,0.06040835753083229
0.6039947867393494,0.05514845624566078
0.6040321588516235,0.055244430899620056
0.6059644222259521,0.04893552511930466
0.6075809001922607,0.04585769772529602
0.6073616147041321,0.04572756215929985
0.6086652278900146,0.043742209672927856
0.6100645661354065,0.04224524274468422
0.6101635098457336,0.039837244898080826
0.6113988757133484,0.037559911608695984
0.611480176448822,0.03622017055749893
0.6119418144226074,0.03226730599999428
0.6129107475280762,0.031347308307886124
0.6126818060874939,0.03038707934319973
0.6126160025596619,0.0304995346814394
0.612917959690094,0.030688591301441193
0.6140691041946411,0.02855706959962845
0.6136464476585388,0.02812119573354721
0.6142765283584595,0.02727324143052101
0.6140933632850647,0.027019761502742767
0.6140899062156677,0.02927263453602791
0.61383455991745,0.03122149594128132
0.6150604486465454,0.024930093437433243
0.6146615147590637,0.024542031809687614
